"x_plot","y_plot","playsection"
-31,24,"westPointDZ"
-28,35,"westPointDZ"
-24,15,"southCenterNZ"
-24,33,"southEastBoardsNZ"
-23,-30,"southWestBoardsNZ"
-23,-14,"southCenterNZ"
-22,19,"southCenterNZ"
-21,-6,"southCenterNZ"
-20,-10,"southCenterNZ"
-20,-2,"southCenterNZ"
-19,-10,"southCenterNZ"
-19,17,"southCenterNZ"
-18,10,"southCenterNZ"
-17,12,"southCenterNZ"
-16,30,"southEastBoardsNZ"
-14,13,"southCenterNZ"
-13,-18,"southCenterNZ"
-11,-17,"southCenterNZ"
-10,28,"southEastBoardsNZ"
-9,-5,"southCenterNZ"
-9,30,"southEastBoardsNZ"
-8,21,"southCenterNZ"
-7,0,"southCenterNZ"
-7,18,"southCenterNZ"
-6,18,"southCenterNZ"
-5,19,"southCenterNZ"
-2,-35,"southWestBoardsNZ"
1,-27,"northWestBoardsNZ"
1,25,"northEastBoardsNZ"
2,-2,"northCenterNZ"
4,8,"northCenterNZ"
5,-27,"northWestBoardsNZ"
5,-20,"northCenterNZ"
5,-10,"northCenterNZ"
5,6,"northCenterNZ"
7,-16,"northCenterNZ"
7,-4,"northCenterNZ"
7,3,"northCenterNZ"
8,-19,"northCenterNZ"
9,-18,"northCenterNZ"
9,-17,"northCenterNZ"
9,20,"northCenterNZ"
11,-30,"northWestBoardsNZ"
11,-18,"northCenterNZ"
12,-16,"northCenterNZ"
13,-31,"northWestBoardsNZ"
13,31,"northEastBoardsNZ"
17,-33,"northWestBoardsNZ"
27,30,"eastPoint"
28,-19,"westPoint"
28,22,"eastPoint"
37,-7,"centerPoint"
37,-1,"centerPoint"
41,-23,"westPoint"
41,16,"centerPoint"
41,17,"centerPoint"
42,27,"eastPoint"
43,21,"eastPoint"
43,27,"eastPoint"
44,27,"eastPoint"
45,-26,"westPoint"
45,-23,"westPoint"
46,-23,"westPoint"
50,30,"eastPoint"
58,-30,"outsideNorthWest"
58,29,"outsideNorthEast"
61,24,"outsideNorthEast"
63,-36,"outsideNorthWest"
65,15,"eastOuterSlot"
65,36,"outsideNorthEast"
66,-34,"outsideNorthWest"
66,-17,"westOuterSlot"
67,35,"outsideNorthEast"
68,-15,"westOuterSlot"
69,12,"eastOuterSlot"
71,-27,"outsideNorthWest"
72,2,"innerSlot"
73,-13,"westOuterSlot"
73,-1,"innerSlot"
73,35,"outsideNorthEast"
74,27,"outsideNorthEast"
75,-34,"outsideNorthWest"
75,27,"outsideNorthEast"
75,33,"outsideNorthEast"
75,35,"outsideNorthEast"
76,12,"eastOuterSlot"
77,-31,"outsideNorthWest"
77,4,"innerSlot"
77,14,"eastOuterSlot"
78,31,"outsideNorthEast"
79,-24,"outsideNorthWest"
79,-19,"outsideNorthWest"
79,18,"outsideNorthEast"
79,21,"outsideNorthEast"
84,-9,"outsideNorthWest"
86,14,"outsideNorthEast"
87,-20,"outsideNorthWest"
87,-10,"outsideNorthWest"
90,35,"outsideNorthEast"
91,-21,"outsideNorthWest"
-97,-26,"outsideNorthEastDZ"
-89,-5,"outsideNorthEastDZ"
-85,20,"outsideNorthWestDZ"
-82,23,"outsideNorthWestDZ"
-81,28,"outsideNorthWestDZ"
-80,10,"innerSlotDZ"
-79,-31,"outsideNorthEastDZ"
-78,-23,"outsideNorthEastDZ"
-78,24,"outsideNorthWestDZ"
-76,33,"outsideNorthWestDZ"
-72,-24,"outsideNorthEastDZ"
-72,35,"outsideNorthWestDZ"
-67,-36,"outsideNorthEastDZ"
-66,36,"outsideNorthWestDZ"
-65,-3,"eastOuterSlotDZ"
-65,4,"westOuterSlotDZ"
-63,6,"westOuterSlotDZ"
-63,22,"westOuterSlotDZ"
-58,-7,"eastOuterSlotDZ"
-57,8,"westOuterSlotDZ"
-57,34,"outsideNorthWestDZ"
-55,2,"westOuterSlotDZ"
-51,6,"centerPointDZ"
-50,30,"westPointDZ"
-49,29,"westPointDZ"
-47,14,"centerPointDZ"
-46,-20,"eastPointDZ"
-46,-12,"centerPointDZ"
-45,-26,"eastPointDZ"
-45,29,"westPointDZ"
-44,-4,"centerPointDZ"
-44,9,"centerPointDZ"
-43,24,"westPointDZ"
-42,-16,"centerPointDZ"
-42,18,"westPointDZ"
-41,-14,"centerPointDZ"
-41,-10,"centerPointDZ"
-39,7,"centerPointDZ"
-35,14,"centerPointDZ"
-34,-10,"centerPointDZ"
-34,3,"centerPointDZ"
-33,-6,"centerPointDZ"
-30,-25,"eastPointDZ"
-30,28,"westPointDZ"
-29,-30,"eastPointDZ"
-23,-18,"southCenterNZ"
-22,-1,"southCenterNZ"
-22,9,"southCenterNZ"
-21,-25,"southWestBoardsNZ"
-21,-18,"southCenterNZ"
-19,5,"southCenterNZ"
-19,29,"southEastBoardsNZ"
-15,-29,"southWestBoardsNZ"
-12,-14,"southCenterNZ"
-11,-30,"southWestBoardsNZ"
-11,28,"southEastBoardsNZ"
-10,18,"southCenterNZ"
-10,19,"southCenterNZ"
-9,-29,"southWestBoardsNZ"
-9,-6,"southCenterNZ"
-9,-2,"southCenterNZ"
-9,2,"southCenterNZ"
-8,-29,"southWestBoardsNZ"
-8,-18,"southCenterNZ"
-8,19,"southCenterNZ"
-7,32,"southEastBoardsNZ"
-6,-41,"southWestBoardsNZ"
-4,-33,"southWestBoardsNZ"
-3,33,"southEastBoardsNZ"
-2,36,"southEastBoardsNZ"
-1,-20,"northCenterNZ"
-1,7,"northCenterNZ"
4,-10,"northCenterNZ"
4,29,"northEastBoardsNZ"
5,-19,"northCenterNZ"
5,-17,"northCenterNZ"
5,30,"northEastBoardsNZ"
9,19,"northCenterNZ"
9,28,"northEastBoardsNZ"
10,-30,"northWestBoardsNZ"
10,-16,"northCenterNZ"
10,30,"northEastBoardsNZ"
12,15,"northCenterNZ"
12,17,"northCenterNZ"
20,-32,"northWestBoardsNZ"
28,-17,"westPoint"
29,-15,"westPoint"
37,-9,"centerPoint"
37,10,"centerPoint"
38,-16,"centerPoint"
38,-10,"centerPoint"
39,-14,"centerPoint"
39,16,"centerPoint"
40,-19,"westPoint"
40,-9,"centerPoint"
42,-20,"westPoint"
43,-23,"westPoint"
44,-25,"westPoint"
45,-28,"westPoint"
45,21,"eastPoint"
46,-29,"westPoint"
47,-28,"westPoint"
47,29,"eastPoint"
49,28,"eastPoint"
57,33,"outsideNorthEast"
58,28,"outsideNorthEast"
63,-35,"outsideNorthWest"
63,12,"eastOuterSlot"
65,-16,"westOuterSlot"
67,25,"outsideNorthEast"
68,36,"outsideNorthEast"
71,15,"eastOuterSlot"
72,-30,"outsideNorthWest"
72,34,"outsideNorthEast"
74,-11,"westOuterSlot"
74,34,"outsideNorthEast"
75,28,"outsideNorthEast"
76,-26,"outsideNorthWest"
77,-32,"outsideNorthWest"
78,27,"outsideNorthEast"
80,-25,"outsideNorthWest"
82,-40,"outsideNorthWest"
84,-30,"outsideNorthWest"
84,-1,"innerSlot"
85,-4,"innerSlot"
85,13,"outsideNorthEast"
88,27,"outsideNorthEast"
90,8,"outsideNorthEast"
-99,-20,"outsideNorthEastDZ"
-90,-19,"outsideNorthEastDZ"
-88,-19,"outsideNorthEastDZ"
-82,-24,"outsideNorthEastDZ"
-80,-17,"outsideNorthEastDZ"
-79,14,"outsideNorthWestDZ"
-77,-20,"outsideNorthEastDZ"
-77,-9,"innerSlotDZ"
-76,7,"innerSlotDZ"
-76,19,"outsideNorthWestDZ"
-74,-19,"outsideNorthEastDZ"
-74,20,"outsideNorthWestDZ"
-70,8,"westOuterSlotDZ"
-68,-26,"outsideNorthEastDZ"
-67,-24,"outsideNorthEastDZ"
-66,-19,"eastOuterSlotDZ"
-64,-35,"outsideNorthEastDZ"
-64,-5,"eastOuterSlotDZ"
-63,-3,"eastOuterSlotDZ"
-62,22,"westOuterSlotDZ"
-61,-22,"eastOuterSlotDZ"
-61,-20,"eastOuterSlotDZ"
-61,21,"westOuterSlotDZ"
-58,-26,"outsideNorthEastDZ"
-55,5,"westOuterSlotDZ"
-55,8,"westOuterSlotDZ"
-52,1,"centerPointDZ"
-52,30,"westPointDZ"
-52,31,"westPointDZ"
-50,-7,"centerPointDZ"
-48,-16,"centerPointDZ"
-48,20,"centerPointDZ"
-47,-12,"centerPointDZ"
-47,-6,"centerPointDZ"
-47,30,"westPointDZ"
-46,-26,"eastPointDZ"
-46,-13,"centerPointDZ"
-45,26,"westPointDZ"
-44,-20,"eastPointDZ"
-44,-16,"centerPointDZ"
-43,-5,"centerPointDZ"
-42,-10,"centerPointDZ"
-41,-8,"centerPointDZ"
-41,5,"centerPointDZ"
-40,-10,"centerPointDZ"
-40,1,"centerPointDZ"
-40,15,"centerPointDZ"
-37,-10,"centerPointDZ"
-36,-14,"centerPointDZ"
-35,3,"centerPointDZ"
-34,15,"westPointDZ"
-32,22,"westPointDZ"
-31,3,"centerPointDZ"
-23,-17,"southCenterNZ"
-23,20,"southCenterNZ"
-22,11,"southCenterNZ"
-22,13,"southCenterNZ"
-20,-6,"southCenterNZ"
-20,12,"southCenterNZ"
-19,-8,"southCenterNZ"
-19,4,"southCenterNZ"
-18,9,"southCenterNZ"
-18,15,"southCenterNZ"
-17,-41,"southWestBoardsNZ"
-17,27,"southEastBoardsNZ"
-13,-16,"southCenterNZ"
-12,31,"southEastBoardsNZ"
-11,-14,"southCenterNZ"
-10,-41,"southWestBoardsNZ"
-10,-25,"southWestBoardsNZ"
-9,28,"southEastBoardsNZ"
-8,-28,"southWestBoardsNZ"
-8,1,"southCenterNZ"
-8,16,"southCenterNZ"
-8,17,"southCenterNZ"
-7,-30,"southWestBoardsNZ"
-7,9,"southCenterNZ"
-7,10,"southCenterNZ"
-4,-32,"southWestBoardsNZ"
-4,41,"southEastBoardsNZ"
1,17,"northCenterNZ"
4,-28,"northWestBoardsNZ"
4,32,"northEastBoardsNZ"
6,-9,"northCenterNZ"
6,-2,"northCenterNZ"
7,30,"northEastBoardsNZ"
11,15,"northCenterNZ"
14,16,"northCenterNZ"
16,-14,"northCenterNZ"
27,-32,"westPoint"
27,28,"eastPoint"
29,-12,"centerPoint"
29,5,"centerPoint"
37,-8,"centerPoint"
37,9,"centerPoint"
38,-2,"centerPoint"
38,10,"centerPoint"
39,6,"centerPoint"
40,-10,"centerPoint"
41,-25,"westPoint"
43,-20,"westPoint"
44,21,"eastPoint"
44,28,"eastPoint"
45,-24,"westPoint"
45,29,"eastPoint"
47,28,"eastPoint"
49,31,"eastPoint"
50,29,"eastPoint"
52,31,"eastPoint"
57,24,"outsideNorthEast"
60,-32,"outsideNorthWest"
60,35,"outsideNorthEast"
62,-33,"outsideNorthWest"
62,24,"outsideNorthEast"
69,1,"innerSlot"
69,27,"outsideNorthEast"
70,-1,"innerSlot"
72,35,"outsideNorthEast"
73,-22,"outsideNorthWest"
74,15,"eastOuterSlot"
75,-17,"westOuterSlot"
76,13,"eastOuterSlot"
77,34,"outsideNorthEast"
78,-32,"outsideNorthWest"
79,-26,"outsideNorthWest"
79,7,"innerSlot"
80,-22,"outsideNorthWest"
81,8,"innerSlot"
81,9,"innerSlot"
85,-27,"outsideNorthWest"
86,-23,"outsideNorthWest"
86,21,"outsideNorthEast"
87,10,"outsideNorthEast"
87,26,"outsideNorthEast"
94,0,"outsideNorthWest"
94,12,"outsideNorthEast"
99,-20,"outsideNorthWest"
-90,-18,"outsideNorthEastDZ"
-88,25,"outsideNorthWestDZ"
-83,-13,"outsideNorthEastDZ"
-82,21,"outsideNorthWestDZ"
-81,-26,"outsideNorthEastDZ"
-81,25,"outsideNorthWestDZ"
-80,15,"outsideNorthWestDZ"
-80,32,"outsideNorthWestDZ"
-77,-33,"outsideNorthEastDZ"
-77,-11,"eastOuterSlotDZ"
-76,-35,"outsideNorthEastDZ"
-75,-34,"outsideNorthEastDZ"
-75,-20,"outsideNorthEastDZ"
-73,20,"outsideNorthWestDZ"
-72,-36,"outsideNorthEastDZ"
-72,-9,"eastOuterSlotDZ"
-72,25,"outsideNorthWestDZ"
-72,34,"outsideNorthWestDZ"
-70,-36,"outsideNorthEastDZ"
-70,7,"westOuterSlotDZ"
-69,7,"westOuterSlotDZ"
-67,-17,"eastOuterSlotDZ"
-67,19,"westOuterSlotDZ"
-67,36,"outsideNorthWestDZ"
-64,-3,"eastOuterSlotDZ"
-62,-35,"outsideNorthEastDZ"
-62,24,"outsideNorthWestDZ"
-61,6,"westOuterSlotDZ"
-58,-17,"eastOuterSlotDZ"
-52,4,"centerPointDZ"
-50,-2,"centerPointDZ"
-49,-11,"centerPointDZ"
-49,10,"centerPointDZ"
-49,25,"westPointDZ"
-47,-29,"eastPointDZ"
-47,-19,"centerPointDZ"
-47,3,"centerPointDZ"
-46,16,"centerPointDZ"
-45,-20,"eastPointDZ"
-45,12,"centerPointDZ"
-45,18,"centerPointDZ"
-45,27,"westPointDZ"
-44,-17,"centerPointDZ"
-44,-6,"centerPointDZ"
-44,8,"centerPointDZ"
-44,13,"centerPointDZ"
-43,-14,"centerPointDZ"
-43,7,"centerPointDZ"
-43,15,"centerPointDZ"
-41,-9,"centerPointDZ"
-41,6,"centerPointDZ"
-40,5,"centerPointDZ"
-39,5,"centerPointDZ"
-39,13,"centerPointDZ"
-36,-6,"centerPointDZ"
-35,-13,"centerPointDZ"
-34,10,"centerPointDZ"
-33,-11,"centerPointDZ"
-32,-18,"eastPointDZ"
-32,27,"westPointDZ"
-32,28,"westPointDZ"
-31,14,"westPointDZ"
-30,2,"centerPointDZ"
-30,24,"westPointDZ"
-27,40,"westPointDZ"
-23,-26,"southWestBoardsNZ"
-23,-20,"southCenterNZ"
-23,13,"southCenterNZ"
-23,19,"southCenterNZ"
-23,29,"southEastBoardsNZ"
-22,-13,"southCenterNZ"
-22,3,"southCenterNZ"
-21,-7,"southCenterNZ"
-21,18,"southCenterNZ"
-21,24,"southEastBoardsNZ"
-20,14,"southCenterNZ"
-19,-29,"southWestBoardsNZ"
-19,16,"southCenterNZ"
-16,-31,"southWestBoardsNZ"
-16,-17,"southCenterNZ"
-15,-30,"southWestBoardsNZ"
-15,-26,"southWestBoardsNZ"
-13,12,"southCenterNZ"
-9,8,"southCenterNZ"
-7,19,"southCenterNZ"
-6,-18,"southCenterNZ"
-5,32,"southEastBoardsNZ"
-1,-27,"northWestBoardsNZ"
-1,-8,"northCenterNZ"
-1,-6,"northCenterNZ"
3,-7,"northCenterNZ"
4,-30,"northWestBoardsNZ"
5,10,"northCenterNZ"
6,-17,"northCenterNZ"
6,21,"northCenterNZ"
7,-30,"northWestBoardsNZ"
7,-28,"northWestBoardsNZ"
7,20,"northCenterNZ"
7,27,"northEastBoardsNZ"
9,-19,"northCenterNZ"
10,16,"northCenterNZ"
11,16,"northCenterNZ"
13,-15,"northCenterNZ"
13,16,"northCenterNZ"
13,30,"northEastBoardsNZ"
15,-32,"northWestBoardsNZ"
17,-32,"northWestBoardsNZ"
18,33,"northEastBoardsNZ"
19,20,"northCenterNZ"
19,33,"northEastBoardsNZ"
20,-41,"northWestBoardsNZ"
24,35,"eastPoint"
28,20,"eastPoint"
29,-7,"centerPoint"
30,-11,"centerPoint"
35,15,"centerPoint"
39,-6,"centerPoint"
40,-12,"centerPoint"
44,-22,"westPoint"
44,23,"eastPoint"
45,-30,"westPoint"
45,-25,"westPoint"
48,-21,"westPoint"
50,-28,"westPoint"
51,-31,"westPoint"
57,-26,"outsideNorthWest"
63,-21,"westOuterSlot"
63,34,"outsideNorthEast"
66,36,"outsideNorthEast"
67,-16,"westOuterSlot"
68,-12,"westOuterSlot"
68,1,"innerSlot"
70,-18,"westOuterSlot"
70,2,"innerSlot"
70,12,"eastOuterSlot"
71,-28,"outsideNorthWest"
71,-13,"westOuterSlot"
71,28,"outsideNorthEast"
72,-26,"outsideNorthWest"
72,13,"eastOuterSlot"
72,14,"eastOuterSlot"
73,-27,"outsideNorthWest"
73,-26,"outsideNorthWest"
73,-16,"westOuterSlot"
73,15,"eastOuterSlot"
74,0,"innerSlot"
74,17,"eastOuterSlot"
75,-35,"outsideNorthWest"
76,-4,"innerSlot"
76,15,"eastOuterSlot"
80,8,"innerSlot"
81,-23,"outsideNorthWest"
82,10,"innerSlot"
84,11,"outsideNorthEast"
91,-14,"outsideNorthWest"
92,11,"outsideNorthEast"
-89,-10,"outsideNorthEastDZ"
-88,-21,"outsideNorthEastDZ"
-88,-13,"outsideNorthEastDZ"
-88,-5,"outsideNorthEastDZ"
-86,-38,"outsideNorthEastDZ"
-85,26,"outsideNorthWestDZ"
-84,-29,"outsideNorthEastDZ"
-82,-23,"outsideNorthEastDZ"
-80,-29,"outsideNorthEastDZ"
-78,-8,"innerSlotDZ"
-77,11,"westOuterSlotDZ"
-76,35,"outsideNorthWestDZ"
-75,-22,"outsideNorthEastDZ"
-73,-20,"outsideNorthEastDZ"
-73,-6,"innerSlotDZ"
-72,-5,"innerSlotDZ"
-71,-26,"outsideNorthEastDZ"
-71,-5,"innerSlotDZ"
-69,-8,"eastOuterSlotDZ"
-67,-25,"outsideNorthEastDZ"
-66,-21,"eastOuterSlotDZ"
-64,-34,"outsideNorthEastDZ"
-64,36,"outsideNorthWestDZ"
-63,-11,"eastOuterSlotDZ"
-63,-2,"eastOuterSlotDZ"
-63,-1,"eastOuterSlotDZ"
-62,-12,"eastOuterSlotDZ"
-59,-7,"eastOuterSlotDZ"
-58,8,"westOuterSlotDZ"
-57,-9,"eastOuterSlotDZ"
-57,1,"westOuterSlotDZ"
-56,-22,"eastOuterSlotDZ"
-56,-2,"eastOuterSlotDZ"
-55,-9,"eastOuterSlotDZ"
-54,-35,"outsideNorthEastDZ"
-53,-32,"eastPointDZ"
-52,-30,"eastPointDZ"
-51,-4,"centerPointDZ"
-51,5,"centerPointDZ"
-49,-13,"centerPointDZ"
-49,-5,"centerPointDZ"
-49,6,"centerPointDZ"
-49,22,"westPointDZ"
-48,-18,"centerPointDZ"
-48,3,"centerPointDZ"
-48,9,"centerPointDZ"
-48,12,"centerPointDZ"
-48,19,"centerPointDZ"
-48,26,"westPointDZ"
-48,31,"westPointDZ"
-47,-27,"eastPointDZ"
-47,27,"westPointDZ"
-46,-17,"centerPointDZ"
-46,7,"centerPointDZ"
-45,-4,"centerPointDZ"
-44,-30,"eastPointDZ"
-44,-5,"centerPointDZ"
-44,5,"centerPointDZ"
-43,-13,"centerPointDZ"
-42,-6,"centerPointDZ"
-40,10,"centerPointDZ"
-37,11,"centerPointDZ"
-35,11,"centerPointDZ"
-34,-1,"centerPointDZ"
-34,1,"centerPointDZ"
-34,13,"centerPointDZ"
-33,-2,"centerPointDZ"
-32,-19,"eastPointDZ"
-31,-27,"eastPointDZ"
-31,4,"centerPointDZ"
-29,-31,"eastPointDZ"
-28,-33,"eastPointDZ"
-28,-29,"eastPointDZ"
-24,32,"southEastBoardsNZ"
-21,2,"southCenterNZ"
-20,-5,"southCenterNZ"
-20,29,"southEastBoardsNZ"
-19,-14,"southCenterNZ"
-19,-1,"southCenterNZ"
-17,11,"southCenterNZ"
-17,32,"southEastBoardsNZ"
-17,41,"southEastBoardsNZ"
-16,28,"southEastBoardsNZ"
-12,-29,"southWestBoardsNZ"
-9,-4,"southCenterNZ"
-8,-19,"southCenterNZ"
-8,-16,"southCenterNZ"
-8,-3,"southCenterNZ"
-7,-18,"southCenterNZ"
-7,17,"southCenterNZ"
-5,31,"southEastBoardsNZ"
-3,-32,"southWestBoardsNZ"
-1,30,"northEastBoardsNZ"
3,-5,"northCenterNZ"
4,-2,"northCenterNZ"
4,0,"northCenterNZ"
4,2,"northCenterNZ"
5,-29,"northWestBoardsNZ"
8,5,"northCenterNZ"
9,-5,"northCenterNZ"
12,14,"northCenterNZ"
16,-32,"northWestBoardsNZ"
17,32,"northEastBoardsNZ"
18,-23,"northWestBoardsNZ"
18,32,"northEastBoardsNZ"
20,20,"northCenterNZ"
21,33,"northEastBoardsNZ"
27,33,"eastPoint"
30,13,"centerPoint"
37,-10,"centerPoint"
38,0,"centerPoint"
38,11,"centerPoint"
39,19,"eastPoint"
40,-18,"westPoint"
40,13,"centerPoint"
41,13,"centerPoint"
42,16,"centerPoint"
43,-21,"westPoint"
43,20,"eastPoint"
44,-27,"westPoint"
45,11,"centerPoint"
47,-25,"westPoint"
47,32,"eastPoint"
53,-34,"westPoint"
55,33,"outsideNorthEast"
56,33,"outsideNorthEast"
57,18,"eastOuterSlot"
59,-15,"westOuterSlot"
62,-20,"westOuterSlot"
65,-12,"westOuterSlot"
65,35,"outsideNorthEast"
69,2,"innerSlot"
70,18,"eastOuterSlot"
71,18,"eastOuterSlot"
72,-19,"westOuterSlot"
72,28,"outsideNorthEast"
73,-28,"outsideNorthWest"
73,1,"innerSlot"
73,28,"outsideNorthEast"
74,14,"eastOuterSlot"
74,36,"outsideNorthEast"
75,34,"outsideNorthEast"
76,4,"innerSlot"
76,35,"outsideNorthEast"
78,-7,"innerSlot"
79,23,"outsideNorthEast"
84,1,"innerSlot"
84,30,"outsideNorthEast"
85,8,"outsideNorthEast"
86,-15,"outsideNorthWest"
87,4,"innerSlot"
-89,9,"outsideNorthWestDZ"
-88,5,"outsideNorthWestDZ"
-87,-3,"innerSlotDZ"
-85,18,"outsideNorthWestDZ"
-85,21,"outsideNorthWestDZ"
-84,-39,"outsideNorthEastDZ"
-81,-19,"outsideNorthEastDZ"
-77,23,"outsideNorthWestDZ"
-76,-19,"outsideNorthEastDZ"
-75,-10,"eastOuterSlotDZ"
-70,-6,"eastOuterSlotDZ"
-67,-35,"outsideNorthEastDZ"
-64,35,"outsideNorthWestDZ"
-62,-24,"outsideNorthEastDZ"
-62,33,"outsideNorthWestDZ"
-61,33,"outsideNorthWestDZ"
-60,-32,"outsideNorthEastDZ"
-58,17,"westOuterSlotDZ"
-57,-19,"eastOuterSlotDZ"
-57,-1,"eastOuterSlotDZ"
-56,-33,"outsideNorthEastDZ"
-56,8,"westOuterSlotDZ"
-55,-10,"eastOuterSlotDZ"
-52,-10,"centerPointDZ"
-52,-5,"centerPointDZ"
-52,9,"centerPointDZ"
-52,10,"centerPointDZ"
-51,2,"centerPointDZ"
-50,-11,"centerPointDZ"
-50,-5,"centerPointDZ"
-50,8,"centerPointDZ"
-50,12,"centerPointDZ"
-50,20,"centerPointDZ"
-49,28,"westPointDZ"
-48,-20,"centerPointDZ"
-48,23,"westPointDZ"
-47,-5,"centerPointDZ"
-47,12,"centerPointDZ"
-47,21,"westPointDZ"
-47,23,"westPointDZ"
-46,26,"westPointDZ"
-45,-23,"eastPointDZ"
-45,28,"westPointDZ"
-44,-13,"centerPointDZ"
-43,0,"centerPointDZ"
-43,1,"centerPointDZ"
-42,14,"centerPointDZ"
-41,-7,"centerPointDZ"
-41,10,"centerPointDZ"
-38,1,"centerPointDZ"
-37,7,"centerPointDZ"
-36,15,"centerPointDZ"
-35,9,"centerPointDZ"
-33,-5,"centerPointDZ"
-31,-11,"centerPointDZ"
-30,26,"westPointDZ"
-29,15,"westPointDZ"
-29,29,"westPointDZ"
-26,-22,"southWestBoardsNZ"
-24,-31,"southWestBoardsNZ"
-21,-12,"southCenterNZ"
-21,-10,"southCenterNZ"
-21,10,"southCenterNZ"
-21,26,"southEastBoardsNZ"
-20,-26,"southWestBoardsNZ"
-20,-12,"southCenterNZ"
-18,-10,"southCenterNZ"
-18,11,"southCenterNZ"
-17,16,"southCenterNZ"
-16,14,"southCenterNZ"
-13,29,"southEastBoardsNZ"
-11,-20,"southCenterNZ"
-10,-21,"southCenterNZ"
-10,-3,"southCenterNZ"
-9,-7,"southCenterNZ"
-8,18,"southCenterNZ"
-8,29,"southEastBoardsNZ"
-7,-20,"southCenterNZ"
-7,-17,"southCenterNZ"
-7,1,"southCenterNZ"
-7,29,"southEastBoardsNZ"
-6,-21,"southCenterNZ"
-5,-19,"southCenterNZ"
-5,-18,"southCenterNZ"
-3,-35,"southWestBoardsNZ"
-3,-6,"southCenterNZ"
-2,-36,"southWestBoardsNZ"
-1,-28,"northWestBoardsNZ"
1,-24,"northWestBoardsNZ"
2,-34,"northWestBoardsNZ"
2,3,"northCenterNZ"
3,-2,"northCenterNZ"
4,-1,"northCenterNZ"
4,18,"northCenterNZ"
4,19,"northCenterNZ"
5,-18,"northCenterNZ"
5,20,"northCenterNZ"
5,24,"northEastBoardsNZ"
6,0,"northCenterNZ"
6,30,"northEastBoardsNZ"
7,21,"northCenterNZ"
10,28,"northEastBoardsNZ"
13,-13,"northCenterNZ"
16,31,"northEastBoardsNZ"
18,-41,"northWestBoardsNZ"
21,-33,"northWestBoardsNZ"
24,-37,"westPoint"
24,-35,"westPoint"
28,-22,"westPoint"
28,-16,"westPoint"
28,15,"eastPoint"
28,16,"eastPoint"
28,18,"eastPoint"
29,-1,"centerPoint"
33,-14,"centerPoint"
39,-9,"centerPoint"
39,8,"centerPoint"
39,12,"centerPoint"
40,-13,"centerPoint"
41,3,"centerPoint"
41,19,"eastPoint"
44,22,"eastPoint"
45,-22,"westPoint"
47,-31,"westPoint"
48,-27,"westPoint"
48,26,"eastPoint"
49,27,"eastPoint"
50,-23,"westPoint"
52,-31,"westPoint"
56,21,"eastOuterSlot"
57,-34,"outsideNorthWest"
57,-19,"westOuterSlot"
57,26,"outsideNorthEast"
59,-16,"westOuterSlot"
62,35,"outsideNorthEast"
66,-23,"westOuterSlot"
66,-12,"westOuterSlot"
69,14,"eastOuterSlot"
71,-26,"outsideNorthWest"
71,14,"eastOuterSlot"
72,-28,"outsideNorthWest"
73,-15,"westOuterSlot"
73,18,"eastOuterSlot"
73,19,"eastOuterSlot"
74,1,"innerSlot"
75,12,"eastOuterSlot"
75,26,"outsideNorthEast"
76,-13,"westOuterSlot"
78,-28,"outsideNorthWest"
78,-26,"outsideNorthWest"
79,-30,"outsideNorthWest"
79,22,"outsideNorthEast"
79,24,"outsideNorthEast"
80,-24,"outsideNorthWest"
80,-8,"innerSlot"
85,-3,"innerSlot"
86,-17,"outsideNorthWest"
86,3,"innerSlot"
88,9,"outsideNorthEast"
93,-11,"outsideNorthWest"
93,-2,"outsideNorthWest"
-89,22,"outsideNorthWestDZ"
-89,25,"outsideNorthWestDZ"
-80,-14,"outsideNorthEastDZ"
-79,-9,"innerSlotDZ"
-76,-8,"innerSlotDZ"
-73,36,"outsideNorthWestDZ"
-71,-25,"outsideNorthEastDZ"
-68,-9,"eastOuterSlotDZ"
-66,-24,"outsideNorthEastDZ"
-65,-10,"eastOuterSlotDZ"
-65,11,"westOuterSlotDZ"
-64,1,"innerSlotDZ"
-63,1,"westOuterSlotDZ"
-61,-35,"outsideNorthEastDZ"
-61,12,"westOuterSlotDZ"
-60,-35,"outsideNorthEastDZ"
-60,1,"westOuterSlotDZ"
-59,-15,"eastOuterSlotDZ"
-59,-14,"eastOuterSlotDZ"
-54,-41,"eastPointDZ"
-51,3,"centerPointDZ"
-50,3,"centerPointDZ"
-50,6,"centerPointDZ"
-49,-6,"centerPointDZ"
-49,-2,"centerPointDZ"
-48,-10,"centerPointDZ"
-48,-5,"centerPointDZ"
-48,-4,"centerPointDZ"
-48,16,"centerPointDZ"
-47,7,"centerPointDZ"
-47,9,"centerPointDZ"
-46,-18,"centerPointDZ"
-46,-16,"centerPointDZ"
-45,-5,"centerPointDZ"
-44,-18,"centerPointDZ"
-44,1,"centerPointDZ"
-44,17,"centerPointDZ"
-44,24,"westPointDZ"
-43,-9,"centerPointDZ"
-43,12,"centerPointDZ"
-42,-4,"centerPointDZ"
-30,15,"westPointDZ"
-30,31,"westPointDZ"
-30,41,"westPointDZ"
-29,20,"westPointDZ"
-29,25,"westPointDZ"
-27,39,"westPointDZ"
-24,17,"southCenterNZ"
-21,-5,"southCenterNZ"
-20,16,"southCenterNZ"
-19,-7,"southCenterNZ"
-19,-4,"southCenterNZ"
-19,41,"southEastBoardsNZ"
